Nr,sy,sm,monthWritten,sd,em,ed,date,date,ID,folio,Datierung ,,Empfaenger,Absender,type,theme,Quelle,,Antwort,Kommentar,Bürgermeisterfrage,,,,,,,,,,,,,,,,
10226,1455,7,Juli,30,August,27,#REF!,#REF!,BER6553,[fol. 296v],,,Franz Rumel; Hans Rieter,Höchst,Brief,von warnung wegen.,"Item ein brief von dem rate zu Höchste, an hern Frantzen Rumel und Hansen Rieter lautende, von warnung wegen.",,,,,,,,,,,,,,,,,,,,
10227,1455,7,Juli,30,August,27,#REF!,#REF!,BER6554,[fol. 296v],,,Nürnberg,König Laßla,Brief,"von wegen hern Martins Potensteter, conventbruder zu Pawmgartenberg, antreffend Margareth, Hinrich Heides husfrawe.","Item ein brief von konig Laßla, von wegen hern Martins Potensteter, conventbruder zu Pawmgartenberg, antreffend Margareth, Hinrich Heides husfrawe.",,,,,,,,,,,,,,,,,,,,
10228,1455,7,Juli,30,August,27,#REF!,#REF!,BER6555,[fol. 296v],,,Nürnberg,Abt zu Baumgartenber,Brief,von dem abbt zu Pawmgartenberg.,"Item ein brieff derselben sachen halbe, von dem abbt zu Pawmgartenberg.",,,,,,,,,,,,,,,,,,,,
10229,1455,7,Juli,30,August,27,#REF!,#REF!,BER6556,[fol. 296v],,,Nürnberg,Pfalzgraf,Brief,Jobst Tetzl antreffend.,"Item ein brieff von unserm hern pfaltzgreven, Jobst Tetzl antreffend.",,,,,,,,,,,,,,,,,,,,
10230,1455,7,Juli,30,August,27,#REF!,#REF!,BER6557,[fol. 296v],,,Nürnberg,Jobst Tetzel,Brief,"wie er zu unserm hern pfaltzgraven kwmen, und umb das leger des heres gestalt sein.","Item ein brief von Jobst Tetzl, wie er zu unserm hern pfaltzgraven kwmen, und umb das leger des heres gestalt sein.",,,,,,,,,,,,,,,,,,,,
10231,1455,7,Juli,30,August,27,#REF!,#REF!,BER6558,[fol. 296v],,,Nürnberg,Jobst Tetzel,Brief,,"Item ein brief der gemelten sachen halbe, von dem guten Jobst Tetzl.",,,,,,,,,,,,,,,,,,,,
10232,1455,7,Juli,30,August,27,#REF!,#REF!,BER6559,[fol. 296v],,,Nürnberg,Ulm,Abschied,,"Item abscheit von der manung zu Ulm, nehst nach Jacobi [1455 Juli 25].",,,,,,,,,,,,,,,,,,,,
10233,1455,7,Juli,30,August,27,#REF!,#REF!,BER6560,[fol. 296v],,,Nürnberg,Graf Ulrich zu Öttingen,Brief,"etlich unser mitburger, die von im lehen zu entphaen haben, antreffend.","Item ein brieff von grave Ulrichen zu Ottingen, etlich unser mitburger, die von im lehen zu entphaen haben, antreffend.",,1455 Aug. 1,,,,,,,,,,,,,,,,,,
10235,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 297r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10236,1455,7,Juli,30,August,27,#REF!,#REF!,BER6561,[fol. 297r],,,Nürnberg,Kön,Brief,"von Cristan Eberharts wegen, etliche cleynot, durch in verlassen, antreffend.","Item ein brief von Coln, von Cristan Eberharts wegen, etliche cleynot, durch in verlassen, antreffend.",,1455 Aug. 1,,,,,,,,,,,,,,,,,,
10238,1455,7,Juli,30,August,27,#REF!,#REF!,BER6562,[fol. 297r],,,Nürnberg,Burkart von Seckendorf,Brief,von eins juden wegen.,"Item ein brief von Burkarten von Seckend(orf), von eins juden wegen.",,,,,,,,,,,,,,,,,,,,
10239,1455,7,Juli,30,August,27,#REF!,#REF!,BER6563,[fol. 297r],,,Niclas Muffel,Anna Feintzerin,Brief,ir die stat wider zu offen.,"Item ein brief von Anna Feintzerin, an N[iclas] Muffel lautend, ir die stat wider zu offen.",,,,,,,,,,,,,,,,,,,,
10240,1455,7,Juli,30,August,27,#REF!,#REF!,BER6564,[fol. 297r],,,Nürnberg,Hans Harder,Brief,hern Erharten Haller anrurend.,"Item ein brief von Hannsen Harder, hern Erharten Haller anrurend.",,1455 Aug. 2,,,,,,,,,,,,,,,,,,
10242,1455,7,Juli,30,August,27,#REF!,#REF!,BER6565,[fol. 297r],,,Nürnberg,Herzog Friedrich von Sachsen,Brief,"mit eingeslossen schriften, Contzen von Kauffungen anrurend.","Item ein brief von hertzog Fridrich von Sachsen, mit eingeslossen schriften, Contzen von Kauffungen anrurend.",,,,,,,,,,,,,,,,,,,,
10243,1455,7,Juli,30,August,27,#REF!,#REF!,BER6566,[fol. 297r],,,Nürnberg,Herzog Albrecht von Österreich,Brief,von Lucas Kempnaters wegen.,"Item ein brief von hertzog Albrecht von Osterr(eich), von Lucas Kempnaters wegen.",,,,,,,,,,,,,,,,,,,,
10244,1455,7,Juli,30,August,27,#REF!,#REF!,BER6567,[fol. 297r],,,Nürnberg,Lucas Kempnaters,Brief,"an Erhart Schurstab lutend, ettliche newe meren anrurend.","Item ein brief von demselben Lucas, an Erhart Schurstab lutend, ettliche newe meren anrurend.",,,,,,,,,,,,,,,,,,,,
10245,1455,7,Juli,30,August,27,#REF!,#REF!,BER6568,[fol. 297r],,,Nürnberg,Kulmbach,offener Brief,"Kathr(ein) Castnerin von eins rocks wegen, den sie einem verber hie ze ferben bevolhen het.","Item ein offen brief von Kulmbach, Kathr(ein) Castnerin von eins rocks wegen, den sie einem verber hie ze ferben bevolhen het.",,,,,,,,,,,,,,,,,,,,
10246,1455,7,Juli,30,August,27,#REF!,#REF!,BER6569,[fol. 297r],,,Nürnberg,Ulm,Brief,wie die sachen vor unserm hern dem keyser zwüschen in und Hansen von Rechberg verlassen ist.,"Item ein brieff von dem rate zu Ulm, wie die sachen vor unserm hern dem keyser zwüschen in und Hansen von Rechberg verlassen ist.",,,,,,,,,,,,,,,,,,,,
10247,1455,7,Juli,30,August,27,#REF!,#REF!,BER6570,[fol. 297r],,,Nürnberg,Werner von Parsperg und Jobst Tetzel,Brief,von der lewffen des heres etc.,"Item ein brieff von hern Wernher von Parsperg und Jobst Tetzel, von der lewffen des heres etc.",,1455 Aug. 4,,,,,,,,,,,,,,,,,,
10249,1455,7,Juli,30,August,27,#REF!,#REF!,BER6571,[fol. 297r],,,Nürnberg,Jörg Rummel,Brief,sein bruder Linhart antreffend.,"Item ein brieff von Jorg Rumel, sein bruder Linhart antreffend.",,,,,,,,,,,,,,,,,,,,
10250,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 297v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10251,1455,7,Juli,30,August,27,#REF!,#REF!,BER6572,[fol. 297v],,,Nürnberg,Hanns Stiber zu Eysch; Hintz Hawt,,,"Item Hanns Stiber zu Eysch und Hintz Hawt, von eins pferds wegen.",,,,,,,,,,,,,,,,,,,,
10252,1455,7,Juli,30,August,27,#REF!,#REF!,BER6573,[fol. 297v],,,Nürnberg,denselben,Brief,inn ein geleit zuzusagen.,"Item ein brieff von denselben, inn ein geleit zuzusagen.",,,,,,,,,,,,,,,,,,,,
10253,1455,7,Juli,30,August,27,#REF!,#REF!,BER6574,[fol. 297v],,,Nürnberg,Heinrich Fürer,Brief,die geistlichen sachen an dem stul zu Rome antreffend.,"Item ein brieff von Heinrich Fürer, die geistlichen sachen an dem stul zu Rome antreffend.",,,,,,,,,,,,,,,,,,,,
10254,1455,7,Juli,30,August,27,#REF!,#REF!,BER6575,[fol. 297v],,,Nürnberg,Statthalter,Brief,Barthelmes Hirßvogel antreffend.,"Item ein brief von marggrave Albrechts stathaltern, Barthelmes Hirßvogel antreffend.",,,,,,,,,,,,,,,,,,,,
10255,1455,7,Juli,30,August,27,#REF!,#REF!,BER6576,[fol. 297v],,,Nürnberg,Statthalter,Brief,das geleit in Franckforter herbstmesse antreffend.,"Item ein brief von denselben stathaltern, das geleit in Franckforter herbstmesse antreffend.",,1455 Aug. 21,,,,,,,,,,,,,,,,,,
10257,1455,7,Juli,30,August,27,#REF!,#REF!,BER6577,[fol. 297v],,,Nürnberg,Heidingsfeld,Kredenz,,"Item ein credentz der von Heittingsfelt uff Peter Nusser, iren mitbürger, mit einer abschrift, als in Claus Meyer geschriben hat.",,,,,,,,,,,,,,,,,,,,
10258,1455,7,Juli,30,August,27,#REF!,#REF!,BER6578,[fol. 297v],,,Jobst Tetzel,"Heinrich, Schreiber des Pfalzgrafen Friedrich",Brief,"hertzog Fr(idrich), des pfaltzgraven, schreiber, Jobst Tetzel geschriben hat.","Item ein brieff als Heinrich, hertzog Fr(idrich), des pfaltzgraven, schreiber, Jobst Tetzel geschriben hat.",,,,,,,,,,,,,,,,,,,,
10259,1455,7,Juli,30,August,27,#REF!,#REF!,BER6579,[fol. 297v],,,Nürnberg,Ulm,Brief,Hans von Rechpergs richtung antreffend.,"Item ein brief von Ulm, Hannsen von Rechpergs richtung antreffend.",,,,,,,,,,,,,,,,,,,,
10260,1455,7,Juli,30,August,27,#REF!,#REF!,BER6580,[fol. 297v],,,Nürnberg,Walter von Hurnheim ; etlichen von Rosenberg,Brief,von Fritzen Fuldners wegen.,"Item ein brief von hern Walthern von Hurnheim und etlichen von Rosenberg, von Fritzen Fuldners wegen.",,1455 Aug. 4,,,,,,,,,,,,,,,,,,
10262,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 298r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10263,1455,7,Juli,30,August,27,#REF!,#REF!,BER6581,[fol. 298r],,,Nürnberg,Ulm,Spruchbrief,,"Item der von Ulm und ir mitpart(ie) spruchbrief, die von Memingen, von der herschaft wegen von Hohenberg, antreffend.",,,,,,,,,,,,,,,,,,,,
10264,1455,7,Juli,30,August,27,#REF!,#REF!,BER6582,[fol. 298r],,,Nürnberg,Hans Pirckheimer,Memorial,,"Item ein memorial von Hannsen Birckheimer, die geistlichen sachen an dem stule zu Rome hangende antreffend.",,,,,,,,,,,,,,,,,,,,
10265,1455,7,Juli,30,August,27,#REF!,#REF!,BER6583,[fol. 298r],,,Nürnberg,,Abschrift,,"Item ein abschrifft, dorinnen, wie dem bischof zu Senis der gemelten sachen halbe geschriben soll werden, zu latin und tutsche.",,,,,,,,,,,,,,,,,,,,
10266,1455,7,Juli,30,August,27,#REF!,#REF!,BER6584,[fol. 298r],,,Bischof von Senis,Kaiser,versiegellter Brief,,"Item ein versiegelt brieff von unserm hern dem keiser, lautende an den gemelten bischof von Senis.",,,,,,,,,,,,,,,,,,,,
10267,1455,7,Juli,30,August,27,#REF!,#REF!,BER6585,[fol. 298r],,,Nürnberg,,Kopie,,Item ein copey des gemelten keiserlichen briefs.,,,,,,,,,,,,,,,,,,,,
10268,1455,7,Juli,30,August,27,#REF!,#REF!,BER6586,[fol. 298r],,,Nürnberg,Kaiser,lateinische Kopie,,"Item ein latinisch copey einer fryhet wieder die westvelischen gericht, zu erwerben von unserm hern dem keiser.",,,,,,,,,,,,,,,,,,,,
10269,1455,7,Juli,30,August,27,#REF!,#REF!,BER6587,[fol. 298r],,,Nürnberg,,Kopie,,"Item copeyen zu latin, als babst Nicolaus die von Straßburg mit einer conservatorio und richtern wieder die westvelischen gericht fursehen und gefreyet hat.",,,,,,,,,,,,,,,,,,,,
10270,1455,7,Juli,30,August,27,#REF!,#REF!,BER6588,[fol. 298r],,,Nürnberg,,Kopie,,"Item ein copey, als unser her der keiser dieselben von Straßburg, als er konig was, fur die selben westvelischen gericht gefreyet hat.",,,,,,,,,,,,,,,,,,,,
10271,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 298v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10272,1455,7,Juli,30,August,27,#REF!,#REF!,BER6589,[fol. 298v],,,Nürnberg,Markart Reffler von Werde,Brief,Contz von Haydeck antreffend.,"Item ein brief von Markart Reffler von Werde, Contzen von Haydeck antreffend.",,,,,,,,,,,,,,,,,,,,
10273,1455,7,Juli,30,August,27,#REF!,#REF!,BER6590,[fol. 298v],,,Nürnberg,Bertold Pfintzing; Anthon? Tochter,Brief,des marggraven geleit antreffend.,"Item ein brief von Percht(old) Pfintzing und Anth(on?) Tochter, des marggraven geleit antreffend.",,,,,,,,,,,,,,,,,,,,
10274,1455,7,Juli,30,August,27,#REF!,#REF!,BER6591,[fol. 298v],,,Nürnberg,Jorg Tetzel,Brief,als er bit ein geleit zu dem rechten.,"Item ein brieff von Jorg Tetzl, als er bit ein geleit zu dem rechten.",,1455 Aug. 8,,,,,,,,,,,,,,,,,,
10276,1455,7,Juli,30,August,27,#REF!,#REF!,BER6592,[fol. 298v], 1455 Juli 29,,Nürnberg,Wernher von Parsperg; Jobst Tetzel,Brief,von den lewffen des heres.,"Item ein brieff her Wernhers von Parsperg und Jobst Tetzel, von den lewffen des heres.",,1455 August 4,,,,BB 26/20v.,,,,,,,,,,,,,,
10278,1455,7,Juli,30,August,27,#REF!,#REF!,BER6593,[fol. 298v],1455 Aug. 3,,Nürnberg,Werner von Parsberg ;Jobst Tetzl,,,Item ein brief von hern Wernhern von Parsperg und Jobsten Tetzl ad premissa.,,1455 Aug. 8,,,,,,,,,,,,,,,,,,
10280,1455,7,Juli,30,August,27,#REF!,#REF!,BER6594,[fol. 298v],,,Haller; Holtzschuher; Muffel,Jobst Tetzel,,,"Item brief ab eodem Jodoco, an die drey capitaneos Haller, Holtzschuher, Muffel.",,,,,,,,,,,,,,,,,,,,
10281,1455,7,Juli,30,August,27,#REF!,#REF!,BER6595,[fol. 298v],,,Erhart Reichen,,,,"Item ein clagbrief von Erhart Reichen, burger zu Regensburg, Jorgen Hawt anrurend.",,,,,,,,,,,,,,,,,,,,
10282,1455,7,Juli,30,August,27,#REF!,#REF!,BER6596,[fol. 298v],,,Nürnberg,Jörg Rummel,Brief,"Lienhart Rumel, sein bruder, anrurend.","Item aber ein brief von Jorgen Rumel, Lienhart Rumel, sein bruder, anrurend.",,,,,,,,,,,,,,,,,,,,
10283,1455,7,Juli,30,August,27,#REF!,#REF!,BER6597,[fol. 298v],,,Nürnberg,Heinrich Veldrich,Brief,"im geleit ze geben, sich zu verantwurten.","Item ein brief von Heinrich Veldrich, im geleit ze geben, sich zu verantwurten.",,1455 Aug. 8,,,,,,,,,,,,,,,,,,
10285,1455,7,Juli,30,August,27,#REF!,#REF!,BER6598,[fol. 298v],,,Nürnberg,Pfalzgraf,Brief,seine rechtpot gen hertzog Ludwig anrurend.,"Item ein brief von dem pfaltzgr(aven), seine rechtpot gen hertzog Ludwig anrurend.",,,,,,,,,,,,,,,,,,,,
10286,1455,7,Juli,30,August,27,#REF!,#REF!,BER6599,[fol. 298v],,,Nürnberg,Bischof von Würzburg,Brief,als er den tage gein Eberhart Ruden dem junngen uff freytag vor Nativitatis Marie schirst [1455 September 5] erlengeret hat antreffend.,"Item ein brieff von unserm hern von Wirtzpurg, als er den tage gein Eberhart Ruden dem junngen uff freytag vor Nativitatis Marie schirst [1455 September 5] erlengeret hat antreffend.",,1455 Aug. 9,,,,,,,,,,,,,,,,,,
10288,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 299r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10289,1455,7,Juli,30,August,27,#REF!,#REF!,BER6600,[fol. 299r],,,Nürnberg,Melchior Müller,offener Brief,als er sein bürgerrecht ufgesagt hat.,"Item ein offen brief von Melchior Müller, als er sein bürgerrecht ufgesagt hat.",,,,,,,,,,,,,,,,,,,,
10290,1455,7,Juli,30,August,27,#REF!,#REF!,BER6601,[fol. 299r],,,Nürnberg,Nördlingen,Brief,von meister Franntzen Appotekers wegen.,"Item aber ein brief von Nordlingen, von meister Franntzen Appotekers wegen.",,1455 Aug. 11,,,,,,,,,,,,,,,,,,
10292,1455,7,Juli,30,August,27,#REF!,#REF!,BER6602,[fol. 299r],,,Nürnberg,Amberg,Brief,"von Hansen Haß wegen, Erhart Lochner, unsern burger, antreffend.","Item ein brieff der stat zu Amberg, von Hansen Haß wegen, Erhart Lochner, unsern burger, antreffend.",,,,,,,,,,,,,,,,,,,,
10293,1455,7,Juli,30,August,27,#REF!,#REF!,BER6603,[fol. 299r],,,Nürnberg,Rothenburg,Brief,"als inn von dem Hetzel in etlichen dorffern name gescheen ist, und dorinn ein abschrifft, als der genant Hetzel ir und aller stet mit inn in einung veindt ist worden, und deßglichen Hanns Wamolt der junge, und zeucht sich in Hetzels frieden und unfrieden. Auch ein zettel, als sie biten, in ein botschaft zu einem gutlichen tage zu leyhen uf montag nach Assumpcionis Marie [1455 August 18].","Item ein brieff der stat zu Rotenburg, als inn von dem Hetzel in etlichen dorffern name gescheen ist, und dorinn ein abschrifft, als der genant Hetzel ir und aller stet mit inn in einung veindt ist worden, und deßglichen Hanns Wamolt der junge, und zeucht sich in Hetzels frieden und unfrieden. Auch ein zettel, als sie biten, in ein botschaft zu einem gutlichen tage zu leyhen uf montag nach Assumpcionis Marie [1455 August 18].",,,,,,,,,,,,,,,,,,,,
10294,1455,7,Juli,30,August,27,#REF!,#REF!,BER6604,[fol. 299r],,,Nürnberg,Johannes Gebhart zu Prage,Brief,"Natell Herung von Satz und Cuntz Hedler, von Cuntz Beheim des ermorten wegen doselbst zu Behem antreffend, Johann Dirpowetz von Troppawe anrurend.","Item ein brieff von Johannes Gebhart zu Prage, Natell Herung von Satz und Cuntz Hedler, von Cuntz Beheim des ermorten wegen doselbst zu Behem antreffend, Johann Dirpowetz von Troppawe anrurend.",,,,,,,,,,,,,,,,,,,,
10297,1455,7,Juli,30,August,27,#REF!,#REF!,BER6606,[fol. 299r],1455 Aug. 9,,Nürnberg,Werner von Parsperg und Jobsten Tetzel,Brief,von gestalt der leuft im here.,"Item aber ein brief von hern Wernhern von Parsperg und Jobsten Tetzl, von gestalt der leuft im here.",,1455 Aug. 15,,,,,,,,,,,,,,,,,,
10299,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 299v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,1455,7,Juli,30,August,27,#REF!,#REF!,BER6067,[fol. 299v],,,Nürnberg,Heinrich Span,Brief,,"Item ein brieff von Heinrich Spaen, von sein heymkomen.",,,,,,,,,,,,,,,,,,,,
10295,1455,7,Juli,30,August,27,#REF!,#REF!,BER6605,[fol. 299r],,,Nürnberg,Peter Plast,Brief,Berchtoldt Volckmerin antreffend und geantwurt.,"Item ein brieff von Peter Plast, Berchtoldt Volckmerin antreffend und geantwurt.",,1455 Aug. 13,,,,,,,,,,,,,,,,,,
10301,1455,7,Juli,30,August,27,#REF!,#REF!,BER6608,[fol. 299v],,,Nürnberg,Hans Pirckheimer,Brief,den handel Hansen von Rechberg und ander gericht an unsers hern des keisers hofe antreffend.,"Item ein brieff von hern Hansen Birckheimer, den handel Hansen von Rechberg und ander gericht an unsers hern des keisers hofe antreffend.",,,,,,,,,,,,,,,,,,,,
10302,1455,7,Juli,30,August,27,#REF!,#REF!,BER6609,[fol. 299v],,,Nürnberg,Herzog Ludwig,Brief,"als er seinen lantrichter zu Sultzpach geschriben hat, von hern Jobst Tetzels wegen.","Item ein brieff von hertzog Ludwigen, als er seinen lantrichter zu Sultzpach geschriben hat, von hern Jobst Tetzels wegen.",,,,,,,,,,,,,,,,,,,,
10303,1455,7,Juli,30,August,27,#REF!,#REF!,BER6610,[fol. 299v],,,Nürnberg,Ritter Hansen von Schawmburg,Brief,"pfleger zu Kipfenberg, von Cuntz Sneiders wegen, Peter Zehender antreffend.","Item ein brieff von hern Hansen von Schawmburg, ritter, pfleger zu Kipfenberg, von Cuntz Sneiders wegen, Peter Zehender antreffend.",,1455 Aug. 16,,,,,,,,,,,,,,,,,,
10305,1455,7,Juli,30,August,27,#REF!,#REF!,BER6611,[fol. 299v],,,Nürnberg,"Jörg von Wildenstein, Pfleger zu Lauf",Brief,"von Eberhart Bawrs wegen, Ulrich Füterern antreffend.","Item ein brieff Jorgen von Wildenstein, pfleger zu Lawff, von Eberhart Bawrs wegen, Ulrich Füterern antreffend.",,1455 Aug. 16 und 1455 Sept. 17,BB 25/225r und 1455 Sept. 17 BB 25/251v.,,,,,,,,,,,,,,,,,
10307,1455,7,Juli,30,August,27,#REF!,#REF!,BER6612,[fol. 299v],,,Nürnberg,Markgraf Albrecht,Brief,"dorinn er schreibt von geleite und zolle wegen, und vordert karung der verfurten zolle, und wiederrufft etliche gnade von der weintzol wegen.","Item ein brief von unserm hern marggraf Albrechten, dorinn er schreibt von geleite und zolle wegen, und vordert karung der verfurten zolle, und wiederrufft etliche gnade von der weintzol wegen.",,,,,,,,,,,,,,,,,,,,
10308,1455,7,Juli,30,August,27,#REF!,#REF!,BER6613,[fol. 299v],1455 Aug. 7,,Nürnberg,Landshut,Brief,von Cuntzen Buhellers wegen.,"Item ein brief von dem rate zu Lanndeshut, von Cuntzen Buhellers wegen.",,,,,,,,,,,,,,,,,,,,
10310,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 300r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10311,1455,7,Juli,30,August,27,#REF!,#REF!,BER6614,[fol. 300r],1455 Mai 14,,Nürnberg,Frankfurt,Brief,"von Jacob Jeuchen, Eckarien Hirßvogel antreffend, und ein copey, wie derselbe dem gemelten rate zu Franckfurt geantwort hat.","Item ein brief von dem rate zu Franckfurt, von Jacob Jeuchen, Eckarien Hirßvogel antreffend, und ein copey, wie derselbe dem gemelten rate zu Franckfurt geantwort hat.",,1455 Aug. 25,,,,,,,,,,,,,,,,,,
10314,1455,7,Juli,30,August,27,#REF!,#REF!,BER6615,[fol. 300r],,,Nürnberg,Hermann Heydenrichs,Brief,"als er urlawb bit und sein gelubde, die er den hewptluten geton hat, dorin ufsagt.","Item ein brieff Herman Heydenrichs, als er urlawb bit und sein gelubde, die er den hewptluten geton hat, dorin ufsagt.",,1455 Aug. 16,,,,,,,,,,,,,,,,,,
10316,1455,7,Juli,30,August,27,#REF!,#REF!,BER6616,[fol. 300r],,,Nürnberg,Nördlingen,Brief,"als sie biten, inn ein ratsbotschaft zu einem gutlichen tage gen Lanndßhut zu leyen.","Item ein brieff von dem rate zu Nordlingen, als sie biten, inn ein ratsbotschaft zu einem gutlichen tage gen Lanndßhut zu leyen.",,1455 Aug. 16,,,,,,,,,,,,,,,,,,
10318,1455,7,Juli,30,August,27,#REF!,#REF!,BER6617,[fol. 300r],,,Nürnberg,Kaiser,Brief,,"Item ein brief unsers allergneid(isten) hern des keisers, von der irrung wegen zwüschen hertzog Friderichen und hertzog Ludwigen, ob wir in einicher weise einen teyll wieder den andern zu helffen von eynung wegen ersucht weren oder wurden, nicht gebrawcht noch geübet werden, sunder ansten und still ligen lassen gebewt etc.",,,,,,,,,,,,,,,,,,,,
10319,1455,7,Juli,30,August,27,#REF!,#REF!,BER6618,[fol. 300r],1455 Aug. 12,,Nürnberg,Wernher von Parsperg; Jobst Tetzel,Brief,das unser herre der pfaltzgrave stat und sloß Bergzabern erobert und ingenomen hat.,"Item ein brieff von her Wernher von Parsperg und Jobst Tetzl, das unser herre der pfaltzgrave stat und sloß Bergzabern erobert und ingenomen hat.",,1455 Aug. 16,,,,,,,,,,,,,,,,,,
10321,1455,7,Juli,30,August,27,#REF!,#REF!,BER6619,[fol. 300r],,,Nürnberg,Mainz,Brief,"von Hanns Rymern, irs burgers, wegen, Herman Manrieder antreffend.","Item ein brieff der stat zu Meintze, von Hanns Rymern, irs burgers, wegen, Herman Manrieder antreffend.",,1455 Aug. 17,,,,,,,,,,,,,,,,,,
10323,1455,7,Juli,30,August,27,#REF!,#REF!,BER6620,[fol. 300r],,,Nürnberg,Rothenburg,Brief,,"Item ein brief der stat zu Rotemburg, von Hintzen Ruden vintschaft, der gemein steten der vereynung in Swaben geton, und ein copey des vindsbrief etc.",,1455 Aug. 17,BB 25/226r-v und vgl. Schreiben an Heinz Rüdt 1455 Aug. 11 BB 25/222v.,,,,,,,,,,,,,,,,,
10325,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 300v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10326,1455,7,Juli,30,August,27,#REF!,#REF!,BER6621,[fol. 300v],,,Nürnberg,Allexio,Brief,"des konigs dynner zu Pollen, und clagt uber Gabriel Tetzls brüder, von schuld wegen etc.","Item ein brieff von Allexio, des konigs dynner zu Pollen, und clagt uber Gabriel Tetzls brüder, von schuld wegen etc.",,,,,,,,,,,,,,,,,,,,
10327,1455,7,Juli,30,August,27,#REF!,#REF!,BER6622,[fol. 300v],,,Nürnberg,Amberg,Kredenz,,Item ein credentz von Amberg uff Micheln Hecker,,,,,,,,,,,,,,,,,,,,
10328,1455,7,Juli,30,August,27,#REF!,#REF!,BER6623,[fol. 300v],,,Nürnberg,Herzog Ludwig,Brief,darinn er uns verkundt sein suns gepurt.,"Item ein brief von hertzog Ludwig etc., darinn er uns verkundt sein suns gepurt.",,,,,,,,,,,,,,,,,,,,
10329,1455,7,Juli,30,August,27,#REF!,#REF!,BER6624,[fol. 300v],,,Nürnberg,Jörg von Wisenta,Brief,Heinz Possecken anrurend.,"Item ein brief von Jorgen von Wisenta, Heintzen Possecken anrurend.",,1455 Aug. 13,,,,,,,,,,,,,,,,,,
10331,1455,7,Juli,30,August,27,#REF!,#REF!,BER6625,[fol. 300v],,,Nürnberg,Herman Heydenreich,Brief,im geleit zu uns ze geben.,"Item aber ein brief von Herman Heydenreich, im geleit zu uns ze geben.",,,,,,,,,,,,,,,,,,,,
10332,1455,7,Juli,30,August,27,#REF!,#REF!,BER6626,[fol. 300v],,,Nürnberg,Hans Pirckheimer,Brief,"die leuf zu hof, auch marggraf Albrecht antreffend.","Item ein brief von Hannsen Birckheimer, die leuf zu hof, auch marggraf Albrecht antreffend.",,,,,,,,,,,,,,,,,,,,
10333,1455,7,Juli,30,August,27,#REF!,#REF!,BER6627,[fol. 300v],,,Nürnberg,Peter Hamerbach,Brief,,"Item ein brief Peter Hamerbach, von Peter Swaben aberacht wegen.",,1455 Sept. 16,,,,,,,,,,,,,,,,,,
10335,1455,7,Juli,30,August,27,#REF!,#REF!,BER6628,[fol. 300v],,,Nürnberg,München,Brief,Michl Barbier antreffend.,"Item ein brief von Munchen, Michl Barbier antreffend.",,1455 Aug. 18,,,,,,,,,,,,,,,,,,
10337,1455,7,Juli,30,August,27,#REF!,#REF!,BER6629,[fol. 300v],,,Nürnberg,Mathes Puntziger,Brief,im gleit bey uns zu geben.,"Item ein brief von Mathes Puntziger, im gleit bey uns zu geben.",,,,,,,,,,,,,,,,,,,,
10338,1455,7,Juli,30,August,27,#REF!,#REF!,BER6630,[fol. 300v],,,Nürnberg,Kungshoven,Brief,von eins gewichts wegn.,"Item ein brief von Kungshoven, von eins gewichts wegn.",,,,,,,,,,,,,,,,,,,,
10339,1455,7,Juli,30,August,27,#REF!,#REF!,BER6631,[fol. 300v],,,Nürnberg,Schaffhausen,Brief,"von Conrat Herlins wegen, der Kolbin tochter, von der ee wegen, anrurend.","Item ein brief von Schafhusen, von Conrat Herlins wegen, der Kolbin tochter, von der ee wegen, anrurend.",,,,,,,,,,,,,,,,,,,,
10340,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 301r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,1455,7,Juli,30,August,27,#REF!,#REF!,BER6632,[fol. 301r],,,Nürnberg,Werner ; Tetzel,Brief,"innhaltend, wie in das sloß Berckzabern eingeantwurt sei.","Item ein brief von hern Wernhern und Tetzl, innhaltend, wie in das sloß Berckzabern eingeantwurt sei.",,1455 Aug. 28,,,,,,,,,,,,,,,,,,
10343,1455,7,Juli,30,August,27,#REF!,#REF!,BER6633,[fol. 301r],,,Nürnberg,Frankfurt,Brief,"von Mul Contzen wegen, in den ein zeit ze leihen.","Item ein brief von Frannckfurt, von Mul Contzen wegen, in den ein zeit ze leihen.",,1455 Aug. 20,,,,,,,,,,,,,,,,,,
